GEOID,NAME,pct_voted,pct_rental,median_incomeE
20077,"Harper County, Kansas",0.6465475615644616,0.30375275938189844,26080
20111,"Lyon County, Kansas",0.5935418169474265,0.39988208416242904,26439
20145,"Pawnee County, Kansas",0.5100558659217878,0.3394607843137255,24658
20033,"Comanche County, Kansas",0.680029695619896,0.20372836218375498,29181
20063,"Gove County, Kansas",0.7189638318670577,0.24239934264585045,28801
20079,"Harvey County, Kansas",0.6846643724536213,0.28419864559819413,30756
20093,"Kearny County, Kansas",0.5921855921855922,0.23896752706078267,26867
20113,"McPherson County, Kansas",0.6612925388173865,0.30492946327225556,31091
05041,"Desha County, Arkansas",0.49406739439962033,0.3852805534204458,21551
05049,"Fulton County, Arkansas",0.5338965373383396,0.2026945505730947,18328
05061,"Howard County, Arkansas",0.5210736229384499,0.3105795410346169,22610
05051,"Garland County, Arkansas",0.5772742114543199,0.3217936282921734,24589
05093,"Mississippi County, Arkansas",0.40338606353771733,0.4363902617609372,22045
05115,"Pope County, Arkansas",0.5205386057610363,0.31073121041675894,21502
05117,"Prairie County, Arkansas",0.5348943985307621,0.2605932203389831,26857
05139,"Union County, Arkansas",0.5640964673913044,0.24551697825257535,24325
05147,"Woodruff County, Arkansas",0.4853950205841992,0.3461800818553888,22792
05023,"Cleburne County, Arkansas",0.6312226204699323,0.24789019753315403,24984
05025,"Cleveland County, Arkansas",0.5749880210828942,0.23966428349393845,25617
05067,"Jackson County, Arkansas",0.3746964009715169,0.3063386019227636,19012
05057,"Hempstead County, Arkansas",0.44389706358981007,0.3072646404744255,23079
05135,"Sharp County, Arkansas",0.5620264448076066,0.22841412649389015,19852
05137,"Stone County, Arkansas",0.5924373939938142,0.2536035095049091,18521
05143,"Washington County, Arkansas",0.5948394994730963,0.47405668479816776,27431
05005,"Baxter County, Arkansas",0.6173263980722326,0.23851369677244372,23819
05003,"Ashley County, Arkansas",0.520967529906665,0.2252159339951012,23462
05031,"Craighead County, Arkansas",0.4953756704956201,0.4290513595166163,25852
05055,"Greene County, Arkansas",0.4781846802696843,0.32995247478845485,24559
05105,"Perry County, Arkansas",0.5787367104440275,0.23555070883315157,22924
05111,"Poinsett County, Arkansas",0.41692998503242973,0.3707747218139828,22119
05133,"Sevier County, Arkansas",0.5174060075591804,0.2861512319456245,24010
05013,"Calhoun County, Arkansas",0.5190294957183634,0.1518918918918919,23725
05019,"Clark County, Arkansas",0.47359810447929596,0.42469808193227565,20430
05075,"Lawrence County, Arkansas",0.45940858106518156,0.3267832276032802,20692
05095,"Monroe County, Arkansas",0.5054747801112907,0.40114011401140115,22568
05029,"Conway County, Arkansas",0.5516036837091141,0.32723552774100373,23023
05101,"Newton County, Arkansas",0.6438003220611916,0.15803814713896458,19494
05001,"Arkansas County, Arkansas",0.45773315873708714,0.34815111467093846,25843
05085,"Lonoke County, Arkansas",0.5782228256770008,0.3075292805354155,30896
05015,"Carroll County, Arkansas",0.5784828127298582,0.24266092108806894,24466
05123,"St. Francis County, Arkansas",0.362412685463723,0.4525990626331487,19988
05119,"Pulaski County, Arkansas",0.5876560284914076,0.4119746157885746,30084
06047,"Merced County, California",0.603070160833805,0.4776147385261474,24873
06043,"Mariposa County, California",0.7290263101907666,0.3157137249771032,27678
06049,"Modoc County, California",0.6419807834441981,0.25110619469026546,25106
06013,"Contra Costa County, California",0.7638652911425339,0.34076890535984333,42181
06027,"Inyo County, California",0.6970966556413083,0.34540880503144655,31566
06099,"Stanislaus County, California",0.6332737241222863,0.4216379716845507,27840
06083,"Santa Barbara County, California",0.7105882937141317,0.4793152150065818,29657
06103,"Tehama County, California",0.6261659837851975,0.3462730993426764,23061
06051,"Mono County, California",0.6829515507804581,0.3561385099685205,30701
06069,"San Benito County, California",0.7521719846591354,0.36288944030879516,33547
13029,"Bryan County, Georgia",0.8363707622966883,0.29866646229307175,34997
13035,"Butts County, Georgia",0.6279206230662542,0.3016064742118613,22360
13039,"Camden County, Georgia",0.6030856968277407,0.3745475230116868,28762
13079,"Crawford County, Georgia",0.6309585358287664,0.22062084257206208,26396
13099,"Early County, Georgia",0.6759186864738077,0.36033382425135,20554
13069,"Coffee County, Georgia",0.49301662399948154,0.3688876575703006,22050
13077,"Coweta County, Georgia",0.740202787362415,0.2717209570481407,34846
13123,"Gilmer County, Georgia",0.7199494619439725,0.2554695948756343,23749
13297,"Walton County, Georgia",0.7617138001460964,0.2574360593621724,30379
13317,"Wilkes County, Georgia",0.6647719762062129,0.3254586579542599,22203
13091,"Dodge County, Georgia",0.4892391633828433,0.32170949134766647,22254
13129,"Gordon County, Georgia",0.6048167908194081,0.34857254024609696,25156
13057,"Cherokee County, Georgia",0.8298191735612953,0.2324562896399923,36920
13113,"Fayette County, Georgia",0.8835556755562647,0.18046419262752886,41364
13177,"Lee County, Georgia",0.778771782685677,0.27244279288089185,35372
13227,"Pickens County, Georgia",0.6945864783702621,0.24098415908324908,30854
13133,"Greene County, Georgia",0.8271677575935868,0.25350532809871,26619
13075,"Cook County, Georgia",0.5650602409638554,0.3361750040212321,23493
13085,"Dawson County, Georgia",0.8342498443660511,0.18471408030085168,31997
13121,"Fulton County, Georgia",0.7135664381316618,0.483973734460855,37675
15001,"Hawaii County, Hawaii",0.6075747931253979,0.32260665486012124,30536
15003,"Honolulu County, Hawaii",0.541389668168551,0.43812720791572757,36957
15007,"Kauai County, Hawaii",0.6552108598701197,0.36799364462882866,34697
16031,"Cassia County, Idaho",0.6769544431946006,0.29736739722474387,25371
16063,"Lincoln County, Idaho",0.6168521462639109,0.31786542923433875,25216
16085,"Valley County, Idaho",0.7963693764798737,0.1917808219178082,26342
16041,"Franklin County, Idaho",0.7512965050732807,0.18717307254946555,22649
16069,"Nez Perce County, Idaho",0.6653444610160886,0.27178955078125,29099
16055,"Kootenai County, Idaho",0.7479142632626106,0.2960163071391885,28786
16067,"Minidoka County, Idaho",0.6196124031007751,0.2659310344827586,25095
16083,"Twin Falls County, Idaho",0.6402336350242054,0.31140435368907726,26170
16013,"Blaine County, Idaho",0.8746791285460409,0.299437148217636,31209
16015,"Boise County, Idaho",0.8006644518272426,0.17160686427457097,27921
16023,"Butte County, Idaho",0.7150075795856493,0.1768355739400207,25764
16047,"Gooding County, Idaho",0.6348373557187827,0.29530078624977146,25003
16001,"Ada County, Idaho",0.7730217671180621,0.3069344055193738,32937
16007,"Bear Lake County, Idaho",0.7594501718213058,0.23432343234323433,26286
16011,"Bingham County, Idaho",0.65928123969667,0.23210354259790514,24405
16025,"Camas County, Idaho",0.9882044560943644,0.2436548223350254,25087
16035,"Clearwater County, Idaho",0.6135795612329908,0.21940928270042195,25302
16051,"Jefferson County, Idaho",0.7843820908738723,0.1932658400637015,27630
41039,"Lane County, Oregon",0.7601095774223997,0.4133160880298335,26061
51181,"Surry County, Virginia",0.8336751818012307,0.2571428571428571,32457
51043,"Clarke County, Virginia",0.8307678619094225,0.25,36717
51117,"Mecklenburg County, Virginia",0.6597061098221191,0.2894409937888199,25324
51015,"Augusta County, Virginia",0.7081148982497278,0.20681133416838757,30889
51075,"Goochland County, Virginia",0.916126242974492,0.15118739713143664,40720
51113,"Madison County, Virginia",0.7921496055322879,0.2554051323499697,28136
51161,"Roanoke County, Virginia",0.7856074022212155,0.25197530218198944,36325
51025,"Brunswick County, Virginia",0.5860492552720837,0.29302633758489316,19568
51131,"Northampton County, Virginia",0.7284137632547067,0.3480963480963481,25717
51163,"Rockbridge County, Virginia",0.6725168441643121,0.247621107266436,26949
51720,"Norton city, Virginia",0.5350935828877005,0.49938574938574937,19756
51570,"Colonial Heights city, Virginia",0.700038211692778,0.3709494030699261,30329
51021,"Bland County, Virginia",0.6511323226651694,0.18588931136459655,25587
51023,"Botetourt County, Virginia",0.7945159106296547,0.13698733413751507,33271
51520,"Bristol city, Virginia",0.5896023541839583,0.39610035451322606,20711
51830,"Williamsburg city, Virginia",0.5414538310412573,0.5070123246918827,16302
51035,"Carroll County, Virginia",0.6559554233524656,0.21712389738609694,22506
06067,"Sacramento County, California",0.689598243081365,0.4358933750748124,32275
06017,"El Dorado County, California",0.8074391252667505,0.24268041818130584,36682
06053,"Monterey County, California",0.7069546991443555,0.489599307931265,28207
06075,"San Francisco County, California",0.6798278486134548,0.6240168454053219,52677
06073,"San Diego County, California",0.7070981551769794,0.46670979644285987,34307
06107,"Tulare County, California",0.5717060297986953,0.4294911674069359,22994
06023,"Humboldt County, California",0.6474770750058783,0.4316282302163536,25114
06003,"Alpine County, California",0.90920245398773,0.16,30512
06039,"Madera County, California",0.5846217454221023,0.3589269401305675,23691
06087,"Santa Cruz County, California",0.75099164683373,0.39926736103863575,31174
06105,"Trinity County, California",0.6120074313092794,0.31082673850816633,23901
06065,"Riverside County, California",0.640938851015636,0.33653104665102296,28557
06071,"San Bernardino County, California",0.6165498628187001,0.40211244243688693,27235
06041,"Marin County, California",0.8412784106246288,0.36342856058881556,52866
06061,"Placer County, California",0.8246391300534947,0.28143922158832385,41130
06089,"Shasta County, California",0.6822503322051817,0.36011014175131006,27000
06095,"Solano County, California",0.6660552120841543,0.38511994128048577,36273
06011,"Colusa County, California",0.6437813359210739,0.38978829389788294,27103
28029,"Copiah County, Mississippi",0.5943439749031186,0.227639685574676,21718
28049,"Hinds County, Mississippi",0.5612809070752997,0.4198462944781122,24851
28145,"Union County, Mississippi",0.607452464198477,0.2685562805872757,24243
28139,"Tippah County, Mississippi",0.6148508825319537,0.27699770232320653,22388
28035,"Forrest County, Mississippi",0.5597029440367783,0.45495976643167413,20502
28071,"Lafayette County, Mississippi",0.5498873133627571,0.379520324768976,23358
28087,"Lowndes County, Mississippi",0.6092275350002236,0.364726332679622,27971
28157,"Wilkinson County, Mississippi",0.591514977784148,0.20063091482649842,16143
28065,"Jefferson Davis County, Mississippi",0.6861402540033131,0.244005941014216,20051
28123,"Scott County, Mississippi",0.5557108832970902,0.2588408644400786,21183
28163,"Yazoo County, Mississippi",0.48970015484960816,0.36841489112619996,18923
28011,"Bolivar County, Mississippi",0.5847266539034248,0.46404095450416977,18718
28113,"Pike County, Mississippi",0.5983920499637694,0.3099139128019994,19574
28131,"Stone County, Mississippi",0.5527257419490633,0.2548152826018314,21066
28069,"Kemper County, Mississippi",0.5873370577281192,0.2636388811963445,17896
28133,"Sunflower County, Mississippi",0.4814262270625093,0.46431146359048303,18212
28001,"Adams County, Mississippi",0.60703255978117,0.3758120494793984,19463
28033,"DeSoto County, Mississippi",0.5885572908612958,0.26012084592145013,32369
42045,"Delaware County, Pennsylvania",0.7866184361709528,0.3121486849660084,35628
42111,"Somerset County, Pennsylvania",0.6704092600248036,0.2193023883416543,25627
29123,"Madison County, Missouri",0.6058277297470381,0.28191911181601903,23587
29217,"Vernon County, Missouri",0.592695360392334,0.2830510539783112,25009
29147,"Nodaway County, Missouri",0.5373126222029111,0.4217986896962478,20924
29041,"Chariton County, Missouri",0.7067082683307332,0.21742367833209233,23881
29223,"Wayne County, Missouri",0.5689121176926055,0.26502027276078144,18236
29201,"Scott County, Missouri",0.6073142308746915,0.3334208798424163,22709
29011,"Barton County, Missouri",0.6816601233875491,0.2992849846782431,22363
29039,"Cedar County, Missouri",0.6667928814842863,0.2928791509756933,21190
29073,"Gasconade County, Missouri",0.6798524111892912,0.2164252797893351,26785
29121,"Macon County, Missouri",0.6795005202913632,0.253721129170231,24657
29149,"Oregon County, Missouri",0.5779268292682926,0.26170863732642974,20333
29186,"Ste. Genevieve County, Missouri",0.6824003453734351,0.1991293357674484,28897
29067,"Douglas County, Missouri",0.6742438836447698,0.20245279345921743,19586
29083,"Henry County, Missouri",0.6443674590849361,0.27765866209262435,24875
29109,"Lawrence County, Missouri",0.6493200362647326,0.28207209034963143,23967
29169,"Pulaski County, Missouri",0.3649853134812114,0.5069288636663587,24121
29215,"Texas County, Missouri",0.5652412828454391,0.27641858552631576,21045
29027,"Callaway County, Missouri",0.6016732115417449,0.27490139610592873,28863
29053,"Cooper County, Missouri",0.6325402022847996,0.2743473503204627,27894
29075,"Gentry County, Missouri",0.6569920844327177,0.26418786692759294,25652
51191,"Washington County, Virginia",0.6546728119010679,0.24824156623807178,25266
51139,"Page County, Virginia",0.6658508034479089,0.28925263838035753,25036
51510,"Alexandria city, Virginia",0.7773047106807457,0.5672257004447718,59419
51650,"Hampton city, Virginia",0.6312339097895472,0.4426827012025902,30458
51013,"Arlington County, Virginia",0.7852145032161969,0.5725390537409373,70148
51027,"Buchanan County, Virginia",0.5600427470611395,0.22686427821216013,17764
51179,"Stafford County, Virginia",0.7740364520048603,0.22619224641529473,45929
51760,"Richmond city, Virginia",0.628663353180325,0.5737145768042435,26454
51057,"Essex County, Virginia",0.7089740647234336,0.3290889132821076,26599
51185,"Tazewell County, Virginia",0.6037509736952483,0.2547335309418668,22768
51685,"Manassas Park city, Virginia",0.6333090606470405,0.34087481146304677,36904
51183,"Sussex County, Virginia",0.5379004123057406,0.3083816552451239,23129
51683,"Manassas city, Virginia",0.7060046573519627,0.33865715614824005,37783
51775,"Salem city, Virginia",0.6543494610177989,0.36420500403551254,29356
51037,"Charlotte County, Virginia",0.6617144078666096,0.2872774082814847,21931
51081,"Greensville County, Virginia",0.4771541831838097,0.26706882369070467,20130
53067,"Thurston County, Washington",0.7967303227029332,0.3461898657065183,37076
53013,"Columbia County, Washington",0.8074433656957929,0.32089136490250697,31349
29133,"Mississippi County, Missouri",0.4487639177203246,0.4029048945483486,14973
29153,"Ozark County, Missouri",0.6607797853552506,0.22410308236483073,17707
29017,"Bollinger County, Missouri",0.6267546616383826,0.19181362943609842,22355
47165,"Sumner County, Tennessee",0.6821713418810342,0.2637541176645948,32203
47169,"Trousdale County, Tennessee",0.48619725161133404,0.2116650987770461,26749
47027,"Clay County, Tennessee",0.5816191108161911,0.21684764725238564,17133
17139,"Moultrie County, Illinois",0.6201379310344828,0.2236952508810203,31856
17149,"Pike County, Illinois",0.6581932599155419,0.21429703598034555,27016
17151,"Pope County, Illinois",0.6118143459915611,0.17473435655253838,21153
17163,"St. Clair County, Illinois",0.651623832488859,0.3480716584217857,30310
17173,"Shelby County, Illinois",0.7100011738466956,0.18990096854935248,29644
17019,"Champaign County, Illinois",0.617171992371463,0.4702375893843558,28603
17013,"Calhoun County, Illinois",0.727177334732424,0.12740384615384615,27843
17053,"Ford County, Illinois",0.6812659220066627,0.2779414312944031,30083
17089,"Kane County, Illinois",0.6716410128664863,0.26134370981479316,33731
17093,"Kendall County, Illinois",0.7560955431326896,0.16416590948159426,40170
17009,"Brown County, Illinois",0.4671113581619418,0.2520681265206813,30690
17121,"Marion County, Illinois",0.604480454277899,0.26439232409381663,26237
17125,"Mason County, Illinois",0.6270039848021499,0.22151581060732808,26764
17075,"Iroquois County, Illinois",0.6607462545934232,0.23865088152627545,26890
17025,"Clay County, Illinois",0.6714118564742589,0.25474016853932585,26802
17059,"Gallatin County, Illinois",0.6651741293532338,0.22939380723942435,26342
17133,"Monroe County, Illinois",0.8031292723682212,0.16575886942440748,41254
17181,"Union County, Illinois",0.675381925970966,0.22738202584911332,27669
17201,"Winnebago County, Illinois",0.6179577379598671,0.3414126277454935,28400
17153,"Pulaski County, Illinois",0.613514145429039,0.23627684964200477,21208
17169,"Schuyler County, Illinois",0.7170919772351754,0.24252252252252252,29440
17045,"Edgar County, Illinois",0.5918544194107452,0.23495094139485548,27974
17007,"Boone County, Illinois",0.6809421257803342,0.19002746217220398,30257
17011,"Bureau County, Illinois",0.6879760072609605,0.23390275952693823,29091
17029,"Coles County, Illinois",0.5456169144622514,0.3852145656121571,25029
17033,"Crawford County, Illinois",0.6258300132802125,0.22332376728411166,26611
17155,"Putnam County, Illinois",0.7414698162729659,0.19477828429341068,32691
17039,"De Witt County, Illinois",0.6506649367499189,0.2127278159545862,29287
17103,"Lee County, Illinois",0.6035853640580137,0.27683492892370176,30779
17117,"Macoupin County, Illinois",0.6738856004712879,0.23263576158940397,29329
17159,"Richland County, Illinois",0.6715249437827934,0.2878177309361438,27334
17189,"Washington County, Illinois",0.7194755531275607,0.22508305647840532,35549
41067,"Washington County, Oregon",0.7988119789627509,0.3836103591368299,38189
41007,"Clatsop County, Oregon",0.777257655549054,0.3781012658227848,26716
42023,"Cameron County, Pennsylvania",0.6341844710786868,0.2802197802197802,23191
42017,"Bucks County, Pennsylvania",0.829352628813868,0.2301930243269271,40466
42077,"Lehigh County, Pennsylvania",0.69446198962328,0.35580402843260234,30969
42031,"Clarion County, Pennsylvania",0.6236363054675753,0.3088446414081518,24572
42059,"Greene County, Pennsylvania",0.5963414222552229,0.2515811665495432,26277
42079,"Luzerne County, Pennsylvania",0.625261509475513,0.32044924607492614,28094
42037,"Columbia County, Pennsylvania",0.5814508757857823,0.3076368876080692,27199
42065,"Jefferson County, Pennsylvania",0.6624869383490073,0.25712270038530416,26079
42099,"Perry County, Pennsylvania",0.6867043650240954,0.210191432175964,32005
42113,"Sullivan County, Pennsylvania",0.6702087994034303,0.18031582813073815,25406
44003,"Kent County, Rhode Island",0.717800635351448,0.29860851027051943,37994
44009,"Washington County, Rhode Island",0.7392576321595536,0.26035599364588,36249
45071,"Newberry County, South Carolina",0.6555363991414799,0.2674544226873734,25159
45027,"Clarendon County, South Carolina",0.6232261909195873,0.23007370260618493,21319
45085,"Sumter County, South Carolina",0.6149436846339501,0.3541267713519724,25126
45011,"Barnwell County, South Carolina",0.6444180819180819,0.30442583732057416,22901
45031,"Darlington County, South Carolina",0.6289311836718856,0.3042969339978855,22175
45091,"York County, South Carolina",0.7408112152800992,0.280147414806691,32174
45021,"Cherokee County, South Carolina",0.5901447921531995,0.3105947147205179,23065
45053,"Jasper County, South Carolina",0.6921856215436403,0.2826954912844483,25243
45061,"Lee County, South Carolina",0.6090442823087481,0.25299704188074107,19677
45001,"Abbeville County, South Carolina",0.6401503449696221,0.2496894409937888,21890
46085,"Lyman County, South Dakota",0.5886472539624032,0.3278453829634932,25879
46039,"Deuel County, South Dakota",0.7277794982966863,0.20967741935483872,32314
06021,"Glenn County, California",0.6530812810729564,0.40624690133862174,24329
06007,"Butte County, California",0.5895032315076326,0.4100914205344585,24067
06031,"Kings County, California",0.4706570376967733,0.47682500230139,26841
06063,"Plumas County, California",0.7394273706330444,0.27147928994082843,31351
06079,"San Luis Obispo County, California",0.7300877674163467,0.3843424764816335,31938
06019,"Fresno County, California",0.6196818356263946,0.4669671912856521,25238
06029,"Kern County, California",0.5850085942754653,0.4170754989233467,25013
06059,"Orange County, California",0.7387287916371625,0.4262394312438072,36135
06111,"Ventura County, California",0.7506986339797104,0.3684548406139315,33814
06009,"Calaveras County, California",0.7372906657981163,0.22246488017943572,29124
06101,"Sutter County, California",0.6965583704937848,0.4227540139723005,26334
06081,"San Mateo County, California",0.7462870201242712,0.398416956625674,49128
06109,"Tuolumne County, California",0.6877304082325003,0.2872189138743223,29458
06077,"San Joaquin County, California",NA,0.43378090450502477,29535
06005,"Amador County, California",0.7036406082402675,0.2349595724270248,31160
08095,"Phillips County, Colorado",0.9075967859751644,0.2812314979277679,31635
08007,"Archuleta County, Colorado",0.8540207340991874,0.2779105496756572,26314
08031,"Denver County, Colorado",0.7784889570637037,0.5012222181684306,39806
08061,"Kiowa County, Colorado",0.8269230769230769,0.25705329153605017,25980
08055,"Huerfano County, Colorado",0.799056945955749,0.2824806201550388,23471
08009,"Baca County, Colorado",0.8132309941520468,0.29001203369434414,23096
08047,"Gilpin County, Colorado",0.8289108910891089,0.20413990007137758,44683
08063,"Kit Carson County, Colorado",0.7410030627871363,0.3358854860186418,29742
08051,"Gunnison County, Colorado",0.8252821004498857,0.38558041112454655,28016
08079,"Mineral County, Colorado",1,0.1335149863760218,30038
08091,"Ouray County, Colorado",1,0.2769301895515488,34906
08115,"Sedgwick County, Colorado",0.8546099290780141,0.28645294725956566,24202
08123,"Weld County, Colorado",0.798597692793327,0.2708486591319468,34305
08027,"Custer County, Colorado",0.9001981178801387,0.12827461607949414,26669
08023,"Costilla County, Colorado",0.7319119189094722,0.3098510882016037,18902
08035,"Douglas County, Colorado",0.9787519069614128,0.21013346146517659,52910
08065,"Lake County, Colorado",0.683048801517503,0.3160377358490566,30400
08067,"La Plata County, Colorado",0.8030214337175793,0.2933835000458842,34074
08097,"Pitkin County, Colorado",0.8693470990257379,0.35034150261149055,42002
08105,"Rio Grande County, Colorado",0.7591812161348586,0.3678208583868961,21787
08011,"Bent County, Colorado",0.4829050753875557,0.40407470288624786,20260
08025,"Crowley County, Colorado",0.3593429158110883,0.2751729438893159,18032
08111,"San Juan County, Colorado",1,0.3737024221453287,32500
08069,"Larimer County, Colorado",0.8414115917350846,0.3496033454725918,32905
08075,"Logan County, Colorado",0.619967035554509,0.3475515310377696,27450
08113,"San Miguel County, Colorado",0.8378642357154484,0.3902027027027027,36451
08119,"Teller County, Colorado",0.850266037546431,0.1753512880562061,35242
08039,"Elbert County, Colorado",0.9576732923014832,0.09978448275862069,42429
08071,"Las Animas County, Colorado",0.7083370406619806,0.32623688155922037,23653
08073,"Lincoln County, Colorado",0.6202620496022462,0.29446640316205536,25561
08117,"Summit County, Colorado",0.7846042798913043,0.34498637346114086,36007
08003,"Alamosa County, Colorado",0.6865986633837495,0.4219409282700422,21241
08029,"Delta County, Colorado",0.8129774196256191,0.26356980560464527,25880
08043,"Fremont County, Colorado",0.6520640914425677,0.2496498599439776,26243
